word,frequency_rank,definition_order,pos,level,definition_en,definition_vi,pronunciations,example_en,example_vi
make,,47,noun,beginner,"(dated) The act or process of making something, especially in industrial manufacturing.","hình dáng, cấu tạo (của một vật); kiểu (quần áo); tầm vóc, dáng, tư thế (người)",US:/meɪk/ | US:/mɛk/ | US:/mæk/,"papers are respectively of second or inferior quality, the last being perhaps torn or broken in the ""make"" — as the manufacture is technically termed.","Papers là thứ hai hoặc kém chất lượng, cái cuối cùng có thể bị rách hoặc hỏng trong quá trình sản xuất — như việc sản xuất được gọi là kỹ thuật."
make,,48,noun,beginner,"(uncountable) Quantity produced, especially of materials.","hình dáng, cấu tạo (của một vật); kiểu (quần áo); tầm vóc, dáng, tư thế (người)",US:/meɪk/ | US:/mɛk/ | US:/mæk/,"In 1880 the make of pig iron in all countries was 18,300,000 tons.","Trong năm 1880, sản xuất thép vụn của tất cả các quốc gia là 18,300,000 tấn."
make,,49,noun,beginner,"(computing) A software utility for automatically building large applications, or an implementation of this utility.","hình dáng, cấu tạo (của một vật); kiểu (quần áo); tầm vóc, dáng, tư thế (người)",US:/meɪk/ | US:/mɛk/ | US:/mæk/,"However, the unzip and make programs weren't found, so the default was left blank.","Tuy nhiên, chương trình unzip và make không được tìm thấy, nên mặc định được để trống."
make,,50,noun,beginner,"(slang) Identification: recognition (of identity), especially from police records or evidence.","hình dáng, cấu tạo (của một vật); kiểu (quần áo); tầm vóc, dáng, tư thế (người)",US:/meɪk/ | US:/mɛk/ | US:/mæk/,"""They ever get a make on the blood type?"" Horn asked, staring at the stained mattress.","""Họ từng làm cho máu loại nào chưa?"" Horn hỏi, nhìn vào tấm nệm bị nhuộm."
make,,51,noun,beginner,(slang|military) A promotion.,"hình dáng, cấu tạo (của một vật); kiểu (quần áo); tầm vóc, dáng, tư thế (người)",US:/meɪk/ | US:/mɛk/ | US:/mæk/,Sent back the list of makes with only Post and Hamilton on it. (Buckner had recommended 10 staff officers and 1 combat soldier!),Gửi danh sách các make với chỉ Post và Hamilton. (Buckner đã đề nghị 10 sĩ quan nhân sự và 1 chiến binh!)
make,,52,noun,beginner,"A homemade project, particularly one demonstrated on television.","hình dáng, cấu tạo (của một vật); kiểu (quần áo); tầm vóc, dáng, tư thế (người)",US:/meɪk/ | US:/mɛk/ | US:/mæk/,"Blue Peter ""make""","Blue Peter ""làm"""
make,,53,noun,beginner,"(cards) Turn to declare the trump for a hand (in bridge), or to shuffle the cards.","hình dáng, cấu tạo (của một vật); kiểu (quần áo); tầm vóc, dáng, tư thế (người)",US:/meɪk/ | US:/mɛk/ | US:/mæk/,It's your make as the cards lie. Take your time.,Đó là phong cách làm của bạn khi bài cào được dealt ra. Hãy cân nhắc kỹ.
make,,54,noun,beginner,(basketball) A made basket.,"hình dáng, cấu tạo (của một vật); kiểu (quần áo); tầm vóc, dáng, tư thế (người)",US:/meɪk/ | US:/mɛk/ | US:/mæk/,,
make,,55,noun,beginner,(physics) The closing of an electrical circuit.,"hình dáng, cấu tạo (của một vật); kiểu (quần áo); tầm vóc, dáng, tư thế (người)",US:/meɪk/ | US:/mɛk/ | US:/mæk/,"If the interrupter operated every 2 sec., the current would rise to 10 amp. and drop to zero with successive ""makes"" and ""breaks.""","Nếu bộ phận ngắt hoạt động mỗi 2 giây, dòng điện sẽ tăng lên 10 ampe và giảm xuống không còn gì với các lần ""làm"" và ""ngắt"" liên tiếp."
make,,56,noun,beginner,"(slang|usually in phrase ""easy make"") Past, present or future target of seduction (usually female).","hình dáng, cấu tạo (của một vật); kiểu (quần áo); tầm vóc, dáng, tư thế (người)",US:/meɪk/ | US:/mɛk/ | US:/mæk/,"To me, if I weren't going with someone and was taking pills, it would be like advertising that I'm an easy make.","Theo tôi, nếu không đi cùng ai đó và đang uống thuốc, điều đó giống như quảng cáo rằng tôi dễ dàng bị thuyết phục."
make,,57,noun,beginner,(UK|dialectal) Mate; a spouse or companion; a match.,"hình dáng, cấu tạo (của một vật); kiểu (quần áo); tầm vóc, dáng, tư thế (người)",US:/meɪk/ | US:/mɛk/ | US:/mæk/,"Where their maids and their makes At dancing and wakes, Had their napkins and posies And the wipers for their noses","Nơi mà các cô gái và những người giúp việc của họ tham gia vào các buổi nhảy múa và tiệc tùng, họ mang theo khăn tay và hoa quả, cùng với những miếng vải để lau mũi."
make,,58,noun,beginner,(Scotland|Ireland|Northern England|now|rare) A halfpenny.,"hình dáng, cấu tạo (của một vật); kiểu (quần áo); tầm vóc, dáng, tư thế (người)",US:/meɪk/ | US:/mɛk/ | US:/mæk/,"the last we shall have, I take it; for a make to a million, but we trine to the nubbing cheat to-morrow.","Đó sẽ là lần cuối cùng chúng ta có, tôi nghĩ; vì một người yêu thương đến một triệu, nhưng chúng ta sẽ gặp nhau vào ngày mai để đánh lừa nhau."
make,,59,noun,beginner,"(East Anglia|Essex|obsolete) An agricultural tool resembling a scythe, used to cut (harvest) certain plants such as peas, reeds, or tares.","hình dáng, cấu tạo (của một vật); kiểu (quần áo); tầm vóc, dáng, tư thế (người)",US:/meɪk/ | US:/mɛk/ | US:/mæk/,"Harvest.—When left for seed, they are cut and wadded as pease, with a make.Produce.—From three to six sacks an acre.","Thu hoạch — Khi được để làm giống, chúng được cắt và xơ như đậu với một cách thức thu hoạch. Sản xuất — Từ ba đến sáu bao mỗi mẫu đất."
take,,1,verb,beginner,"(transitive) To get into one's hands, possession or control, with or without force.","cầm, nắm, giữ, lấy; bắt, bén (lửa); ngấm, có hiệu lực (thuốc)",US:/teɪk/ | US:/tɛk/ | US:/tæk/,"They took Charlton's gun from his cold, dead hands.","Họ đã lấy khẩu súng của Charlton từ tay lạnh lẽo, chết đi."
take,,2,verb,beginner,(transitive) To seize or capture.,lấy nhầm; lấy mất; ăn ảnh,US:/teɪk/ | US:/tɛk/ | US:/tæk/,"After a bloody battle, they were able to take the city.","Sau một trận chiến máu tanh, họ có thể chiếm thành phố."
take,,3,verb,beginner,(transitive) To catch or get possession of (fish or game).,"chiếm được, bắt được; thành công, được ưa thích",US:/teɪk/ | US:/tɛk/ | US:/tæk/,took ten catfish in one afternoon,Họ bắt được mười con cá mập trong một buổi chiều.
take,,4,verb,beginner,(transitive|cricket) To catch the ball; especially as a wicket-keeper and after the batsman has missed or edged it.,"(không dùng trong các thời tiếp diễn) trừ vào; trừ đi, trích ra; ( + from) rút ra, lấy ra (từ một nơi hoặc nguồn đặc biệt)",US:/teɪk/ | US:/tɛk/ | US:/tæk/,,
take,,5,verb,beginner,"(transitive) To appropriate or transfer into one's own possession, sometimes by physically carrying off.","mang, mang theo, đem, đem theo, đem đi; đem với",US:/teɪk/ | US:/tɛk/ | US:/tæk/,Billy took her pencil.,Billy đã lấy cây bút của cô ấy.
take,,6,verb,beginner,(transitive) To exact.,"đưa, dẫn, dắt",US:/teɪk/ | US:/tɛk/ | US:/tæk/,,
take,,7,verb,beginner,(transitive) To capture or win (a piece or trick) in a game.,đi bằng (phương tiện gì),US:/teɪk/ | US:/tɛk/ | US:/tæk/,took the next two tricks,Họ đã bắt được hai trick tiếp theo.
take,,8,verb,beginner,"(transitive) To receive or accept (something, especially something which was given).",đi theo đường,US:/teɪk/ | US:/tɛk/ | US:/tæk/,took third place,Họ đã đứng thứ ba.
take,,9,verb,beginner,(transitive) To receive or accept (something) as payment or compensation.,"vượt, quẹo, đi quanh",US:/teɪk/ | US:/tɛk/ | US:/tæk/,The store doesn't take checks.,Tiệm này không chấp nhận cheque (cheque) (cheque).
take,,10,verb,beginner,(transitive) To accept and follow (advice etc.).,(không dùng trong các thời tiếp diễn) ngồi xuống,US:/teɪk/ | US:/tɛk/ | US:/tæk/,take my advice,Lấy lời khuyên của tôi.
take,,11,verb,beginner,(transitive) To receive into some relationship.,"(không dùng trong các thời tiếp diễn) có, giữ (quan điểm, thái độ..)",US:/teɪk/ | US:/tɛk/ | US:/tæk/,The school only takes new students in the fall.,Trường chỉ nhận học sinh mới vào mùa thu.
take,,12,verb,beginner,(transitive|intransitive|legal) To receive or acquire (property) by law (e.g. as an heir).,((thường) ở thể mệnh lệnh) hãy lấy làm thí dụ; coi như một tấm gương,US:/teɪk/ | US:/tɛk/ | US:/tæk/,"There was no intestacy, and they did not take under the will as heirs, but the widow and the children, under the residuary devise, take as tenants in common.","Không có di sản, và họ không nhận di chúc làm người thừa kế, nhưng vợ và con cái, dưới di chúc còn lại, nhận làm đồng sở hữu."
take,,13,verb,beginner,"(transitive) To accept, be given (rightly or wrongly), or assume (especially as if by right).","thuê, mướn (nhà..)",US:/teɪk/ | US:/tɛk/ | US:/tæk/,"He took all the credit for the project, although he had done almost none of the work.","Anh ấy lấy hết công lao cho dự án, mặc dù anh ấy hầu như chưa làm gì cả."
take,,14,verb,beginner,(transitive) To remove.,chọn; mua,US:/teɪk/ | US:/tɛk/ | US:/tæk/,take two eggs from the carton,Lấy hai quả trứng từ hộp.
take,,15,verb,beginner,(transitive) To remove or end by death; to kill.,"ăn, uống, dùng",US:/teɪk/ | US:/tɛk/ | US:/tæk/,The earthquake took many lives.,Cú sốc địa chấn đã cướp đi nhiều mạng sống.
take,,16,verb,beginner,(transitive) To subtract.,"ghi, chép, ghi lại, chép lại",US:/teɪk/ | US:/tɛk/ | US:/tæk/,Take one from three and you are left with two.,Lấy hai từ ba.
take,,17,verb,beginner,(transitive) To have sex with.,chụp ảnh (ai/cái gì),US:/teɪk/ | US:/tɛk/ | US:/tæk/,"Sometimes he would have her standing up by the side of the bed, not bothering to undress, merely undoing his fly and using her like a cheap envelope to receive his lust. At others he would take her on the floor of her clothes closet and then leave her, locked in for the rest of the night, awash with his sex, until her embarrassed maid freed her the next morning.","Thỉnh thoảng anh ta sẽ bắt cô ấy đứng bên giường mà không cần thay quần áo, chỉ cần mở cúc quần của mình và dùng cô ấy như một bao rẻ tiền để chứa dục vọng của mình. Còn khi khác anh ta sẽ dùng cô ấy trên sàn nhà trong tủ quần áo của cô ấy, sau đó để cô ấy bị khóa trong suốt đêm, ngập tràn bởi dục vọng của anh, cho đến khi giúp việc giải cứu cô vào sáng hôm sau."
take,,18,verb,beginner,(transitive) To defeat (someone or something) in a fight.,"điều khiển, làm chủ toạ, làm chủ lễ",US:/teɪk/ | US:/tɛk/ | US:/tæk/,Don't try to take that guy. He's bigger than you.,Chớ cố gắng đấm cậu ta. Anh ta lớn hơn bạn.
take,,19,verb,beginner,(transitive) To grasp or grip.,"thử nghiệm, đo lường; đo",US:/teɪk/ | US:/tɛk/ | US:/tæk/,He took her hand in his.,Anh ta nắm tay cô ấy trong tay mình.
take,,20,verb,beginner,(transitive) To select or choose; to pick.,"làm, thực hiện, thi hành",US:/teɪk/ | US:/tɛk/ | US:/tæk/,Take whichever bag you like.,Lấy túi nào bạn thích.
take,,21,verb,beginner,(transitive) To adopt (select) as one's own.,"lợi dụng, nắm",US:/teɪk/ | US:/tɛk/ | US:/tæk/,She took his side in every argument.,Cô ấy luôn đứng về phía anh trong mọi tranh luận.
take,,22,verb,beginner,(transitive) To carry or lead (something or someone).,"bị, mắc, nhiễm",US:/teɪk/ | US:/tɛk/ | US:/tæk/,She took her sword with her everywhere she went.,Cô ấy luôn mang theo kiếm với mình.
take,,23,verb,beginner,(transitive|especially of a vehicle) To transport or carry; to convey to another place.,"coi như, cho là, xem như, hiểu là",US:/teɪk/ | US:/tɛk/ | US:/tæk/,The next bus will take you to Metz.,Xe buýt tiếp theo sẽ đưa bạn đến Metz.
take,,24,verb,beginner,"(transitive|of a path, road To lead (to a place); to serve as a means of reaching.","đòi hỏi, cần có, yêu cầu, phải",US:/teɪk/ | US:/tɛk/ | US:/tæk/,These stairs take you down to the basement.,Các bậc thang này sẽ dẫn bạn xuống hầm.
take,,25,verb,beginner,(transitive) To pass (or attempt to pass) through or around.,"chịu, chấp nhận (một trách nhiệm..)",US:/teɪk/ | US:/tɛk/ | US:/tæk/,She took the steps two or three at a time.,Cô ấy đi lên từng bậc hai hoặc ba.
take,,26,verb,beginner,(transitive) To escort or conduct (a person).,"((thường) không dùng trong các thời tiếp diễn) chịu được, chịu đựng được",US:/teɪk/ | US:/tɛk/ | US:/tæk/,"He took her to lunch at the new restaurant, took her to the movies, and then took her home.","Anh ấy đưa cô ấy ăn trưa tại nhà hàng mới, đưa cô ấy xem phim, sau đó đưa cô ấy về nhà."
take,,27,verb,beginner,(reflexive) To go.,phản ứng,US:/teɪk/ | US:/tɛk/ | US:/tæk/,"In a rare example of clemency Pope John assured him of a pardon, perhaps on the grounds that the innocent monk had merely been the victim of Louis's overbearing ambitions. Nicholas then took himself to Avignon where in August 1330 he formally renounced his claim to the papacy.","Trong một trường hợp hiếm hoi của khoan hồng, Giáo hoàng Gioan đã đảm bảo rằng ông ấy sẽ được tha tội, có thể vì người tu sĩ vô tội chỉ là nạn nhân của sự ham muốn quá đáng của Louis. Nicholas sau đó tự mình đến Avignon, nơi mà vào tháng 8 năm 1330, ông chính thức từ bỏ quyền đòi hỏi của mình đối với giáo hoàng."
take,,28,verb,beginner,(transitive) To use as a means of transportation.,"((thường) không dùng trong các thời tiếp diễn) nhận (ai) làm khách hàng (bệnh nhân, người thuê..)",US:/teɪk/ | US:/tɛk/ | US:/tæk/,take the ferry,anh ấy đi tàu qua sông
take,,29,verb,beginner,(transitive) To obtain for use by payment or lease.,thi,US:/teɪk/ | US:/tɛk/ | US:/tæk/,She took a condo at the beach for the summer.,cô ấy thuê một căn hộ ven biển cho mùa hè.
take,,30,verb,beginner,(transitive) To obtain or receive regularly by (paid) subscription.,"được cấp, nhận được (một văn bằng)",US:/teɪk/ | US:/tɛk/ | US:/tæk/,They took two magazines.,Họ lấy hai tạp chí.
take,,31,verb,beginner,"(transitive) To receive (medicine or drugs) into one's body, e.g. by inhalation or swallowing; to ingest.","được, đoạt; thu được, giành được",US:/teɪk/ | US:/tɛk/ | US:/tæk/,take two of these and call me in the morning,Lấy hai viên này và gọi tôi vào sáng mai.
take,,32,verb,beginner,(transitive|dated) To consume (food or drink).,"(không dùng trong các thời tiếp diễn) đủ chỗ, chứa được",US:/teɪk/ | US:/tɛk/ | US:/tæk/,The general took dinner at seven o'clock.,Tổng chỉ huy dùng bữa tối vào lúc bảy giờ.
take,,33,verb,beginner,"(transitive) To undergo; to put oneself into, to be subjected to.","mua thường xuyên, mua dài hạn (báo, tạp chí...)",US:/teɪk/ | US:/tɛk/ | US:/tæk/,She made the decision to take chemotherapy.,Cô quyết định đi hóa trị.
take,,34,verb,beginner,(transitive) To experience or feel.,"quyến rũ, hấp dẫn, lôi cuốn",US:/teɪk/ | US:/tɛk/ | US:/tæk/,She takes pride in her work.,Cô rất tự hào về công việc của mình.
take,,35,verb,beginner,"(transitive) To submit to; to endure (without ill humor, resentment, or physical failure).","vượt qua, đi tới, nhảy vào; trốn tránh ở",US:/teɪk/ | US:/tɛk/ | US:/tæk/,took a pay cut,công ty đã giảm lương
take,,36,verb,beginner,(transitive) To suffer; to endure (a hardship or damage).,"rút ra, lấy ra",US:/teɪk/ | US:/tɛk/ | US:/tæk/,The ship took a direct hit and was destroyed.,tàu bị trúng trực tiếp và bị phá hủy.
take,,37,verb,beginner,(transitive) To participate in.,"(không dùng trong các thời tiếp diễn) hiểu, giải thích (cái gì theo một cách riêng biệt)",US:/teɪk/ | US:/tɛk/ | US:/tæk/,She took a vacation to France but spent the whole time feeling miserable that her husband couldn't be there with her.,Cô đi du lịch Pháp nhưng suốt thời gian đó cô cảm thấy buồn vì chồng không thể ở bên cạnh cô.
take,,38,verb,beginner,(transitive) To cause to change to a specified state or condition.,"(không dùng trong các thời tiếp diễn) hiểu được, hiểu (cái gì)",US:/teɪk/ | US:/tɛk/ | US:/tæk/,He had to take it apart to fix it.,Anh phải tháo nó ra để sửa chữa.
take,,39,verb,beginner,(transitive) To regard in a specified way.,took ; taken,US:/teɪk/ | US:/tɛk/ | US:/tæk/,He took the news badly.,Anh ấy nhận tin xấu.
take,,40,verb,beginner,(transitive) To conclude or form (a decision or an opinion) in the mind.,took ; taken,US:/teɪk/ | US:/tɛk/ | US:/tæk/,took the decision to close its last remaining outlet,công ty đã quyết định đóng cửa cửa hàng cuối cùng
take,,41,verb,beginner,(transitive) To understand (especially in a specified way).,took ; taken,US:/teɪk/ | US:/tɛk/ | US:/tæk/,Don't take my comments as an insult.,Chớ hiểu lầm ý kiến của tôi là một lời xúc phạm.
take,,42,verb,beginner,"(transitive) To believe, to accept the statements of.",took ; taken,US:/teɪk/ | US:/tɛk/ | US:/tæk/,take her word for it,tin lời cô ấy
take,,43,verb,beginner,(transitive) To assume or suppose; to reckon; to regard or consider.,took ; taken,US:/teɪk/ | US:/tɛk/ | US:/tæk/,I took him to be a person of honor.,tôi cho rằng anh ấy là người có danh dự
take,,44,verb,beginner,"(transitive) To draw, derive, or deduce (a meaning from something).",took ; taken,US:/teɪk/ | US:/tɛk/ | US:/tæk/,take it from her comments she won't be there.,"từ những nhận xét của cô ấy, cô ấy sẽ không ở đó"
take,,45,verb,beginner,(transitive) To derive (as a title); to obtain from a source.,took ; taken,US:/teɪk/ | US:/tɛk/ | US:/tæk/,"""As I Lay Dying"" takes its title from Book XI of Homer's ""Odyssey""","""Như Tôi Mất Ích"" lấy tên từ chương XI của ""Odyssey"" của Homeros"
take,,46,verb,beginner,(transitive) To catch or contract (an illness etc.).,took ; taken,US:/teɪk/ | US:/tɛk/ | US:/tæk/,took a chill,cô ấy bị cảm lạnh
take,,47,verb,beginner,(transitive) To come upon or catch (in a particular state or situation).,took ; taken,US:/teɪk/ | US:/tɛk/ | US:/tæk/,,
take,,48,verb,beginner,(transitive) To captivate or charm; to gain or secure the interest or affection of.,took ; taken,US:/teɪk/ | US:/tɛk/ | US:/tæk/,took her fancy,cô ấy thích nó
take,,49,verb,beginner,"(transitive|of a material) To absorb or be impregnated by (dye, ink etc.); to be susceptible to being treated by (polish etc.).",took ; taken,US:/teɪk/ | US:/tɛk/ | US:/tæk/,cloth that takes dye well,vải dễ nhuộm
take,,50,verb,beginner,(transitive|of a|ship) To let in (water).,took ; taken,US:/teɪk/ | US:/tɛk/ | US:/tæk/,"The British brought the ship into Haifa harbor. The ship was taking seawater in 4 places, and the passengers had been without fresh water for the last few days of their voyage, with several ill from drinking seawater.","Các thủy thủ đưa tàu vào cảng Haifa. Tàu bị nước biển vào bốn nơi, và hành khách đã không có nước sạch trong vài ngày cuối cùng của chuyến đi, với nhiều người bị ốm do uống nước biển."
take,,51,verb,beginner,(transitive) To require .,took ; taken,US:/teɪk/ | US:/tɛk/ | US:/tæk/,Looks like it's gonna take a taller person to get that down.,dường như cần người cao hơn để lấy xuống
take,,52,verb,beginner,(transitive) To proceed to fill.,took ; taken,US:/teɪk/ | US:/tɛk/ | US:/tæk/,He took a seat in the front row.,cô ấy ngồi xuống hàng ghế trước
take,,53,verb,beginner,"(transitive) To fill, occupy, require, or use up (space).",took ; taken,US:/teɪk/ | US:/tɛk/ | US:/tæk/,His collection takes a lot of space.,Sưu tập của anh ấy chiếm rất nhiều không gian.
take,,54,verb,beginner,(transitive) To fill or require: to last or expend (an amount of time).,took ; taken,US:/teɪk/ | US:/tɛk/ | US:/tæk/,"Unloading the moving truck took us half a day, but this mess of a house will take us all weekend to tidy up. It takes ages to finish house moving!","Tiến hành việc dỡ hàng từ xe di chuyển mất nửa ngày, nhưng việc làm sạch ngôi nhà này sẽ mất cả tuần-end. Việc hoàn thành việc chuyển nhà thật mất thời gian!"
take,,55,verb,beginner,(transitive) To avail oneself of; to exploit.,took ; taken,US:/teɪk/ | US:/tɛk/ | US:/tæk/,He took that opportunity to leave France.,Anh ấy đã tận dụng cơ hội đó để rời khỏi Pháp.
take,,56,verb,beginner,(transitive) To practice; perform; execute; carry out; do.,took ; taken,US:/teɪk/ | US:/tɛk/ | US:/tæk/,take a walk,đi dạo
take,,57,verb,beginner,(transitive) To assume or perform (a form or role).,took ; taken,US:/teɪk/ | US:/tɛk/ | US:/tæk/,,
take,,58,verb,beginner,(transitive) To assume (a form).,took ; taken,US:/teɪk/ | US:/tɛk/ | US:/tæk/,took the form of a duck,biến thành con vịt
take,,59,verb,beginner,(transitive) To perform (a role).,took ; taken,US:/teɪk/ | US:/tɛk/ | US:/tæk/,take the part of the villain/hero,vai phản diện/vai chính diện
take,,60,verb,beginner,"(transitive) To assume and undertake the duties of (a job, an office etc.).",took ; taken,US:/teɪk/ | US:/tɛk/ | US:/tæk/,take office,trở thành người đứng đầu
take,,61,verb,beginner,(transitive) To bind oneself by.,took ; taken,US:/teɪk/ | US:/tɛk/ | US:/tæk/,he took the oath of office last night,anh ấy đã tuyên thệ nhậm chức vào đêm qua
take,,62,verb,beginner,"(transitive) To go into, through, or along.",took ; taken,US:/teɪk/ | US:/tɛk/ | US:/tæk/,go down two blocks and take the next left,di chuyển xuống hai phố và rẽ trái vào đường tiếp theo
take,,63,verb,beginner,(transitive) To go or move into.,took ; taken,US:/teɪk/ | US:/tɛk/ | US:/tæk/,the witness took the stand,người chứng nhân lên tiếng
take,,64,verb,beginner,(transitive) To have and use one's recourse to.,took ; taken,US:/teɪk/ | US:/tɛk/ | US:/tæk/,,
take,,65,verb,beginner,"(transitive) To ascertain or determine by measurement, examination or inquiry.",took ; taken,US:/teɪk/ | US:/tɛk/ | US:/tæk/,,
take,,66,verb,beginner,"(transitive) To write down; to get in, or as if in, writing.",took ; taken,US:/teɪk/ | US:/tɛk/ | US:/tæk/,He took a mental inventory of his supplies.,Anh ta kiểm tra lại các vật dụng của mình.
take,,67,verb,beginner,"(transitive) To make (a photograph, film, or other reproduction of something).",took ; taken,US:/teɪk/ | US:/tɛk/ | US:/tæk/,She took a video of their encounter.,Cô ấy đã quay video về cuộc gặp.
take,,68,verb,beginner,"(transitive|dated) To make a picture, photograph etc. of (a person, scene etc.).",took ; taken,US:/teɪk/ | US:/tɛk/ | US:/tæk/,The photographer will take you sitting down.,Nhân viên sẽ làm bạn ngồi xuống.
take,,69,verb,beginner,"(transitive) To obtain money from, especially by swindling.",took ; taken,US:/teɪk/ | US:/tɛk/ | US:/tæk/,took me for ten grand,anh ấy sẽ trả tiền cho tôi mười ngàn đô
take,,70,verb,beginner,(transitive|now chiefly by enrolling in a class or course) To apply oneself to the study of.,took ; taken,US:/teɪk/ | US:/tɛk/ | US:/tæk/,"As a child, she took ballet.","Khi còn nhỏ, cô ấy học ballet."
take,,71,verb,beginner,(transitive) To deal with.,took ; taken,US:/teɪk/ | US:/tɛk/ | US:/tæk/,take matters as they arise,ta hãy để sự việc phát triển theo cách tự nhiên
take,,72,verb,beginner,"(transitive) To consider in a particular way, or to consider as an example.",took ; taken,US:/teɪk/ | US:/tɛk/ | US:/tæk/,"I've had a lot of problems recently: take last Monday, for example. My car broke down on the way to work. Then",Tôi gặp nhiều rắc rối trong thời gian gần đây: lấy thứ Hai tuần trước làm ví dụ. Xe của tôi hỏng trên đường đến công ty. Sau đó
take,,73,verb,beginner,"(transitive|baseball) To decline to swing at (a pitched ball); to refrain from hitting at, and allow to pass.",took ; taken,US:/teɪk/ | US:/tɛk/ | US:/tæk/,He'll probably take this one.,Anh ta sẽ nhận xét về điều này.
take,,74,verb,beginner,(transitive) To accept as an input to a relation.,took ; taken,US:/teɪk/ | US:/tɛk/ | US:/tæk/,,
take,,75,verb,beginner,(transitive|grammar) To have to be used with (a certain grammatical form etc.).,took ; taken,US:/teɪk/ | US:/tɛk/ | US:/tæk/,This verb takes the dative; that verb takes the genitive.,giá trị này nhận tham số kiểu dữ liệu này; giá trị kia nhận tham số kiểu dữ liệu kia.
take,,76,verb,beginner,(transitive|mathematics|computing) To accept (zero or more arguments).,took ; taken,US:/teɪk/ | US:/tɛk/ | US:/tæk/,"The function takes two arguments, an array of size n and an integer k.","Hàm này nhận hai tham số, một mảng có kích thước n và một số nguyên k."
take,,77,verb,beginner,(transitive|Greece|Cyprus|informal) To buy.,took ; taken,US:/teɪk/ | US:/tɛk/ | US:/tæk/,take a ticket,take a ticket 取票
take,,78,verb,beginner,(intransitive) To get or accept (something) into one's possession.,took ; taken,US:/teɪk/ | US:/tɛk/ | US:/tæk/,My husband and I have a dysfunctional marriage. He just takes and takes; he never gives.,Chồng tôi và tôi có một hôn nhân bất thường. Anh ấy chỉ nhận mà không cho.
take,,79,verb,beginner,"(intransitive) To engage, take hold or have effect.",took ; taken,US:/teɪk/ | US:/tɛk/ | US:/tæk/,,
take,,80,verb,beginner,"(of ink, dye To adhere or be absorbed properly.",took ; taken,US:/teɪk/ | US:/tɛk/ | US:/tæk/,the dye didn't take,màu không lên
take,,81,verb,beginner,"(of a plant To begin to grow after being grafted or planted; to (literally|or|figuratively) take root, take hold.",took ; taken,US:/teɪk/ | US:/tɛk/ | US:/tæk/,not all grafts take,không phải tất cả các ghép đều lên
take,,82,verb,beginner,(of a|mechanical device) To catch; to engage.,took ; taken,US:/teɪk/ | US:/tɛk/ | US:/tæk/,"At the depot, Hook climbed out, slamming the door twice before the latch took. A train idled on the main track, the engine hissing as it waited for the crew change. From the windows, passengers watched on at the world outside.","Tại đồn gá, Hook đã leo ra, đóng cửa hai lần trước khi bản lề bắt được. Một đoàn tàu đang chờ ở đường ray chính, động cơ hiss khi nó chờ nhân viên thay ca. Từ cửa sổ, hành khách nhìn ra thế giới bên ngoài."
take,,83,verb,beginner,"(possibly|dated) To win acceptance, favor or favorable reception; to charm people.",took ; taken,US:/teɪk/ | US:/tɛk/ | US:/tæk/,"Here was only cruelty and pain; where was the loving side of Christianity? ""When I was young,"" I said, ""I was vaccinated with religion, but the vaccination didn't take.""","Đây chỉ có sự tàn nhẫn và đau khổ; nơi nào có phần yêu thương của Kitô giáo? ""Khi tôi còn nhỏ"", tôi nói, ""tôi đã được tiêm chủng về tôn giáo, nhưng tiêm chủng không hiệu quả."""
take,,84,verb,beginner,(intransitive|copulative) To become; to be affected in a specified way.,took ; taken,US:/teɪk/ | US:/tɛk/ | US:/tæk/,They took ill within 3 hours.,Họ bị bệnh trong vòng 3 giờ.
take,,85,verb,beginner,(intransitive|possibly|dated) To be able to be accurately or beautifully photographed.,took ; taken,US:/teɪk/ | US:/tɛk/ | US:/tæk/,"'Photographs never do give anything but a pale imitation, you know, but the likenesses, as likenesses, are good. She ""takes well"" as they say, and those were done lately.'","""Hình ảnh never có thể mang lại gì hơn ngoài một bản sao yếu ớt, bạn biết đấy, nhưng những bức ảnh chân dung vẫn khá giống nhau. Cô ấy ""cầm được"" như họ nói, và những bức ảnh đó được chụp gần đây."""
take,,86,verb,beginner,"(intransitive|dialectal|proscribed)1970, Harry Shaw, Errors in English and ways to correct them, page 93: In the sentence, ""He took and beat the horse unmercifully,"" took and should be omitted entirely.",took ; taken,US:/teɪk/ | US:/tɛk/ | US:/tæk/,"I don't know but she would, but just then poor Sukey came in, and looked so frightened and scarey—Sukey is a pretty gal, and looks so trembling and delicate, that it's kinder a shame to plague her, and so I took and come away for that time.","Tôi không biết liệu cô ấy có làm vậy không, nhưng đúng lúc đó, poor Sukey bước vào, trông rất sợ hãi—Sukey là một cô gái xinh đẹp, và trông cô ấy run rẩy và mỏng manh đến mức thật đáng tiếc khi quấy rối cô ấy, nên tôi đã đi khỏi đó."
take,,87,verb,beginner,"(transitive|obsolete) To deliver, bring, give (something) to (someone).",took ; taken,US:/teɪk/ | US:/tɛk/ | US:/tæk/,,
take,,88,verb,beginner,"(transitive|obsolete|outside|dialects|and|slang) To give or deliver (a blow, to someone); to strike or hit.",took ; taken,US:/teɪk/ | US:/tɛk/ | US:/tæk/,He took me a blow on the head.,Anh ta đánh tôi một cái trên đầu.
