issue,word,pos,english,vietnamese,row_id
definition_vi_cjk,repark,verb,"To park again; especially, to continue to back in and out of a parking spot until a suitable fit to the diameters of the parking spot is achieved.",重新停车；特别是，继续倒进和退出停车位，直到找到适合停车位尺寸的合适位置。,3075403
definition_vi_cjk,reparse,noun,The act of parsing again.,再次解析的行为。,3075405
definition_vi_cjk,reparsing,noun,The act by which something is reparsed.,再次解析的行为。,3075406
definition_vi_cjk,repart,verb,(transitive|obsolete) To divide or share out.,(及物，已废弃) 分配或分享。,3075407
definition_vi_cjk,repartake,verb,(intransitive) To partake again.,(不及物) 再次参与。,3075408
definition_vi_cjk,repartimiento,noun,"(historical) A partition or distribution, especially of slaves.",(历史) 分割或分配，尤其是奴隶。,3075414
definition_vi_cjk,repartimiento,noun,(historical) An assessment of taxes.,(历史) 评估税款。,3075415
definition_vi_cjk,repile,verb,(transitive) To pile again; to restack.,repile (dạng động từ) Đánh堆叠再次；重新堆放。,3075742
definition_vi_cjk,repilot,verb,(transitive) To pilot again.,repilot (dạng động từ) Đánh重新驾驶。,3075743
definition_vi_cjk,repin,verb,(transitive) To pin again.,repin (dạng động từ) Đánh重新别针。,3075744
definition_vi_cjk,repinement,noun,The act of repining.,repinement (dạng danh từ) Hành động repining。,3075748
definition_vi_cjk,repiner,noun,One who repines.,repiner (dạng danh từ) Người repining。,3075749
definition_vi_cjk,repiningly,adverb,complainingly; regretfully; ruefully,repiningly (dạng tính từ) Complainingly; regretfully; ruefully。,3075751
definition_vi_cjk,repinique,noun,A two-headed Brazilian drum used in samba ensembles.,repinique (dạng danh từ) Trống hai đầu Brazil được sử dụng trong đội ngũ samba。,3075752
definition_vi_cjk,repinning,noun,The act of pinning something again.,repinning (dạng danh từ) Hành động pin lại。,3075753
definition_vi_cjk,repipe,verb,(transitive) To replace the pipes in.,repipe (dạng động từ) Đánh更换管道。,3075754
definition_vi_cjk,repique,noun,"(card games) In piquet, a bonus of 60 points awarded to a player who scores 30 points during the declaration phase, prior to the opponent scoring anything.",repique (dạng danh từ) Trong bài cờ piquet，60 điểm thưởng được trao cho người chơi nào đạt được 30 điểm trong giai đoạn tuyên bố trước khi đối thủ đạt được bất cứ điều gì。,3075755
definition_vi_cjk,repique,verb,(card games|transitive) To score a repique against.,repique (dạng động từ) Trong bài cờ piquet，scoring một repique。,3075756
definition_vi_cjk,repirinast,noun,An antihistamine.,repirinast (dạng danh từ) Một kháng histamin。,3075757
definition_vi_cjk,repitch,verb,(transitive) To apply a new coating of pitch (oil and tar distillate) to.,repitch (dạng động từ) Đánh重新涂抹沥青（油和沥青蒸馏物）。,3075758
definition_vi_cjk,repitch,verb,(transitive) To change (a sound) to a different pitch.,repitch (dạng động từ) Đánh调整音调。,3075759
definition_vi_cjk,googie,adjective,"Of a style of futurist modern American commercial architecture, popular from the 1950s to the early 1970s.",googie: (Australi学) 学一种未来主义的现代美国商业建筑风格，流行于20世纪50年代至早期70年代。,2807847
definition_vi_cjk,repitch,verb,(transitive) To propose or promote (an idea) again.,repitch (dạng động từ) Đánh重新推广想法。,3075761
definition_vi_cjk,reprompt,verb,(transitive) To prompt again.,reprompt (từ động词): lại nhắc nhở,3076450
definition_vi_cjk,repromulgate,verb,(transitive) To promulgate again.,repromulgate (từ động词): lại công bố,3076451
definition_vi_cjk,repromulgation,noun,The act of promulgating again.,repromulgation (từ danh词): việc công bố lại,3076452
definition_vi_cjk,repronormative,adjective,"Related to, consistent with, or espousing repronormativity.","repronormative (từ tính词): liên quan đến, nhất quán với hoặc ủng hộ repronormativity",3076453
definition_vi_cjk,gridpoint,noun,(mathematics) Any point in the Cartesian plane with integer coordinates.,gridpoint (toán học) Mọi điểm trong mặt phẳng tọa độ với坐标的整数坐标。,2811808
definition_vi_cjk,rudeboy,noun,A male enthusiast of ska music.,rudeboy (từ俚语): một người hâm mộ ska nhạc.,3089467
definition_vi_cjk,introrsal,adjective,(botany) .,(植物学)朝向内部,2863174
definition_vi_cjk,introscan,noun,A feature on some CD players that plays the first few seconds (the intro) of each track so that the required track can be found,一特征在某些CD播放器中，它会播放每首曲目的开头几秒钟（引言），以便找到所需的曲目,2863178
definition_vi_cjk,introscope,noun,"An optical device similar to an endoscope, used in various industrial settings such as checking jet engines for cracks, observing nuclear reactors for cracks, or measuring the fat layer on a meat carcass.",一种光学设备，类似于内窥镜，在各种工业环境中使用，例如检查喷气发动机的裂纹、观察核反应堆的裂纹或测量肉尸上的脂肪层,2863179
definition_vi_cjk,ruly,adjective,(rare) Neat and orderly.,Neat và整洁有序 (rare): Tidy và整洁有序.,3089909
definition_vi_cjk,rumgumptious,adjective,(UK|dialect|archaic) shrewd; sharp,"(Anh, lối nói dân gian, cổ điển) khéo léo; tinh明",3089981
definition_vi_cjk,iscii,noun,(computing) Indian Script Code for Information Interchange,(công nghệ thông tin) Mã ký tự tiếng印度语,2865695
definition_vi_cjk,lienal,adjective,(anatomy) Of or pertaining to the spleen.,Lienal (học thuật): Liên quan đến gan脾脏。,2891465
definition_vi_cjk,russocentric,adjective,"Focused on Russia, its people, language or culture.",以俄罗斯为中心的。,3090861
definition_vi_cjk,russomania,noun,"Great enthusiasm for Russia, its people, language or culture.",对俄罗斯及其人民、语言或文化的热情。,3090862
definition_vi_cjk,russomaniac,noun,A person who has Russomania.,一个有Russomania的人。,3090863
definition_vi_cjk,russoom,noun,"(India|historical) A fee, commission or perquisite.",(印度，历史上的) 一份费用、佣金或手续费。,3090864
definition_vi_cjk,russoomdar,noun,(India|historical|rare) One who receives a russoom.,(印度，历史上的，罕见的) 收取russoom的人。,3090865
definition_vi_cjk,russophilia,noun,"A strong interest in or admiration of Russia, Russian culture or the Russian people.",对俄罗斯、俄罗斯文化或俄罗斯人民的强烈兴趣。,3090867
definition_vi_cjk,russophilic,adjective,"Fond of or favoring Russia, or Russian people; exhibiting or relating to Russophilia.",喜欢或支持俄罗斯，或俄罗斯人民；表现出或与Russophilia有关的。,3090868
definition_vi_cjk,russophilism,noun,"A love for the country, culture or people of Russia.",对国家、文化和俄罗斯人民的爱。,3090869
definition_vi_cjk,russophilist,noun,A Russophile.,Russophile。,3090870
definition_vi_cjk,russophobic,adjective,Exhibiting or relating to Russophobia.,与Russophobia有关的。,3090873
definition_vi_cjk,russophobist,noun,(dated) A Russophobe.,(过时的) 一个Russophobe。,3090874
definition_vi_cjk,russophone,adjective,Russian-speaking.,说俄语的。,3090875
definition_vi_cjk,russophone,noun,A person who speaks Russian.,说俄语的人。,3090876
definition_vi_cjk,russophrenia,noun,"(neologism|political science|geopolitics|derogatory) The belief or idea that Russia is simultaneously about to collapse, and also take over the world.",(新词，政治科学，地缘政治，贬义) 认为俄罗斯即将崩溃，同时又将统治世界的想法。,3090877
definition_vi_cjk,isosporic,adjective,(botany) Producing only one kind of spore.,(thực vật học) Sản xuất chỉ một loại孢子。,2867028
definition_vi_cjk,rypophagous,adjective,(archaic|zoology) Eating filth.,(hồi古的) 吃垃圾,3091210
definition_vi_cjk,induvial,adjective,(botany) Relating to the induviae.,(植物学) 关于诱导组织的。,2853697
definition_vi_cjk,sably,adverb,in a sable manner,Trong một cách sable。,3091532
definition_vi_cjk,sabo,verb,"(transitive|Singapore|colloquial|informal|Singlish) To get someone in trouble, to prank, to sabotage another's efforts.","(Singapore, nói chuyện phiếm, không chính thức, Singlish) Để làm ai đó gặp rắc rối, để pranks, để phá hoại nỗ lực của người khác。",3091533
definition_vi_cjk,sabo,noun,(slang) A saboteur.,(俚语) 一名破坏者。,3091534
definition_vi_cjk,jackstay,noun,"(underwater diving) A line fixed at both ends, which may be used to guide a load or a diver along the route of the line. Uses include guidance to and from the underwater work site, and as a means of controlling an underwater search.",jackstay (潜水) 一条固定在两端的绳索，可以用来自导负载或潜水员沿路线移动。用途包括引导潜水员到和离开水下工作地点，以及作为控制水下搜索的方法。,2868389
definition_vi_cjk,jagueite,noun,"(mineral) A monoclinic mineral containing copper, palladium, and selenium.",jagueite (矿物) 含铜、钯和硒的一种单斜晶系矿物。,2868630
definition_vi_cjk,jagweed,noun,(slang|pejorative) A rude or obnoxious person; a jerk.,"jagweed: (từ俚语, 带贬义)一个粗鲁或讨厌的人；一个混蛋。",2868632
definition_vi_cjk,saccharinize,verb,"(transitive) To make saccharine; as, especially, to lyse starch (polysaccharides) into sugars (oligosaccharides, disaccharides, monosaccharides).","(khan hiếm) để làm ngọt ngào; như, đặc biệt là, để phân giải淀粉 (多糖) 成糖 (糖)",3091669
definition_vi_cjk,jambo,noun,"(UK|slang) A member or fan of Heart of Midlothian F.C., a Scottish football club.","jambo: (Anh, từ俚语) thành viên hoặc fan của Heart of Midlothian F.C., một câu lạc bộ bóng đá Scotland.",2868835
definition_vi_cjk,jarred,adjective,(slang) .,（俚语）,2869278
definition_vi_cjk,scatophilia,noun,A paraphilia involving pleasure from contact with excrement.,scatophilia (名词): 涉及从接触排泄物中获得快乐的恋物癖,3097833
definition_vi_cjk,scatophiliac,noun,(rare) One who exhibits .,scatophiliac (名词): (罕见) 展示的人,3097834
definition_vi_cjk,scatophilic,adjective,Taking pleasure from contact with human excrement.,scatophilic (形容词): 从接触人类排泄物中获得快乐的,3097835
definition_vi_cjk,scatopsid,noun,(zoology) Any fly in the family .,scatopsid (名词): (动物学) 家族中的任何苍蝇,3097836
definition_vi_cjk,scatoscopy,noun,(medicine) Examination of the feces for diagnostic purposes.,scatoscopy (名词): (医学) 对粪便进行诊断性检查,3097837
definition_vi_cjk,scatporn,noun,Pornography that features defecation.,scatporn (名词): 包含排便的色情作品,3097838
definition_vi_cjk,scattald,noun,(Orkney|and|Shetland) Common land used for pasture and digging turf.,scattald (名词): (奥克尼群岛和舍伦群岛) 常用地用于放牧和挖泥炭的土地,3097839
definition_vi_cjk,jhum,noun,"(agriculture) A tribal form of cultivation in India, where a chosen piece of land is cleared and used to grow crops until its fertility is depleted.","jhum {tên gọi} (nông nghiệp) một hình thức canh tác truyền thống ở Ấn Độ, nơi một mảnh đất được chọn được làm sạch và trồng cây cho đến khi độ肥沃的土壤被耗尽。",2870480
definition_vi_cjk,pinta,noun,(Chicano|slang) prison,"(美国,军方,俚语,粗俗) 侧帽。",3020787
definition_vi_cjk,pintable,noun,A pinball table.,"(现在,主要,历史) 船上的尿盆或槽（通常为金属制）。",3020788
definition_vi_cjk,inenchyma,noun,"(botany) tissue whose cells have the appearance of spiral vessels, as in .",(植物学) 具有细胞呈现螺旋状血管样外观的组织，如 。,2853820
definition_vi_cjk,sakhua,noun,sal tree (),Sakhua: cây sal (树),3092779
definition_vi_cjk,salesite,noun,"(mineral) An orthorhombic-dipyramidal mineral containing copper, hydrogen, iodine, and oxygen.",(thiếc) Mined石英的一种正交双锥晶系矿物，含有铜、氢、碘和氧。,3092970
definition_vi_cjk,inerted,adjective,(chiefly|of a fuel tank) Filled with an inert gas to reduce the risk of explosion,(主要指燃料箱) 用惰性气体填充以减少爆炸风险。,2853899
definition_vi_cjk,scea,noun,(software) .,(软件) .,3097944
definition_vi_cjk,sceach,noun,"A whitethorn, hawthorn or similar bush.",(一种灌木) .,3097945
definition_vi_cjk,labyrinthulid,noun,"Any in the order (syn. ), the , which produce a network of filaments or tubes inside of which the cells move and from which they obtain nutrients.",loài thuộc họ ，它们产生网络状的菌丝或管子，在其中细胞移动并从中获取营养。,2882085
definition_vi_cjk,labyrinthodont,noun,Any extinct amphibian of the subclass .,loài 两栖动物，已灭绝。,2882080
definition_vi_cjk,kamarizaite,noun,"(mineral) A triclinic mineral containing astatine, hydrogen, oxygen, and iron.",(矿物) 三斜晶系含砹、氢、氧和铁的矿物。,2874148
definition_vi_cjk,khlong,noun,A canal on the central plain of Thailand.,khlong {tên gọi} một kênh trên đồng平原。,2876900
definition_vi_cjk,kichai,noun,"(historical) A Native American Southern Plains tribe that lived in Texas, Louisiana and Oklahoma.",(lịch sử) Một bộ tộc người Mỹ bản địa Nam平原族，这不符合要求的翻译，请重新翻译。,2877062
definition_vi_cjk,kickish,adjective,Liable to kick.,Dễ尥蹶子的，这不符合要求的翻译，请重新翻译。,2877179
definition_vi_cjk,kelper,noun,"(slang|dated) ; a Falkland Islander, native to the Falkland Islands.","(lóng, đã lỗi thời) một người dân Falkland，土生土长的福克兰群岛居民。",2875605
definition_vi_cjk,kishke,noun,A dish made from stuffed intestine.,kishke: (名词) 一种用肠子填充的食物。,2878483
definition_vi_cjk,kladruber,noun,The oldest Czech horse breed and one of the world's oldest horse breeds and considered to be very rare.,kladruber: (名词) 最古老的捷克马种，也是世界上最古老的马种之一，被认为非常稀有。,2878892
definition_vi_cjk,kuehneotheriid,noun,(zoology) Any mammaliaform in the family .,(zoology) 任何哺乳动物形态的在科。,2881124
definition_vi_cjk,kuff,noun,(pejorative|slang) A non-Muslim.,"(pejorative, slang) 一个非穆斯林。",2881125
definition_vi_cjk,laboratoryful,noun,Enough to fill a laboratory.,đủ để充满一个实验室的空间。,2881942
definition_vi_cjk,lagriine,adjective,(zoology) Belonging to the Lagriinae.,属于 Lagriinae 的,2882991
definition_vi_cjk,larderful,noun,Enough to fill a larder.,Larderful (đơn vị): Đủ để đầy một larder。,2884766
definition_vi_cjk,pocket t-shirt,noun,A T-shirt with a breast pocket.,一件带有前胸口袋的T恤。,3026593
definition_vi_cjk,leblebi,noun,thumb|Tunisian leblebi .,"leblebi {cụm từ} ngón拇指, 突尼斯勒布比",2887703
definition_vi_cjk,lecus,noun,(botany|obsolete) A corm.,lecus {từ} (植物学，过时的) 茎状物,2887845
definition_vi_cjk,leprophobia,noun,Deep-seated loathing or hatred of lepers.,Leprophobia: (心理学) 深深厌恶或仇恨麻风患者。,2889258
definition_vi_cjk,lipoperoxide,noun,"(organic chemistry) The peroxide of an unsaturated lipid, typically produced by lipoperoxidation",lipoperoxide: (kim loại hữu cơ) Peroxide của một lipid không饱和脂肪酸，通常由脂质过氧化产生。,2893936
definition_vi_cjk,lipoxygenase,noun,(enzyme) Any of a class of enzymes that catalyse the oxidation of polyunsaturated fatty acids,lipoxygenase: (enzym) Bất kỳ một lớp enzym nào catalyzing sự oxi hóa của axit béo đa bất饱和脂肪酸。,2894049
definition_vi_cjk,lissencephalous,adjective,Exhibiting or relating to lissencephaly.,Hiển thị hoặc liên quan đến lissencephaly。,2894340
definition_vi_cjk,logorrhea,noun,(psychology) Excessive and often uncontrollable speaking due to a mental disorder.,(心理学) 由于精神障碍而过度且经常无法控制的讲话。,2896771
definition_vi_cjk,loinskin,noun,"A garment, made of animal skin, that covers the loins (crotch).",(肉) 猪背最长肌的一块切片。,2896845
definition_vi_cjk,love-tool,noun,(vulgar|slang) .,（粗俗，俚语）。,2898669
definition_vi_cjk,lupanar,noun,(formal|archaic) A brothel.,"(正式,过时) 哥伦比亚妓院。",2900415
definition_vi_cjk,macrodactylic,adjective,(zoology|anatomy) Having long toes; macrodactylous.,"(zooloogia,解剖学) 具有长脚趾的；macrodactylous.",2902567
definition_vi_cjk,supercavitating,adjective,Causing or undergoing supercavitation,gây ra quá trình siêu khí化,3157499
definition_vi_cjk,mahoosive,adjective,(chiefly|Britain|humorous|slang) Massive; huge; very large.,"(chủ yếu ở Anh, hài hước,俚语) 巨大的；巨大的；非常大的",2904575
definition_vi_cjk,makushita,noun,"(sumo) The third highest division of professional sumo wrestling, below juryo; the lowest division at which a salary is paid.",(相扑) 相扑职业的第三级分组，低于juryo；最低级别的分组，可以获得薪水.,2905411
definition_vi_cjk,makuuchi,noun,"(sumo) The highest division of sumo wrestling, above juryo, comprising the yokozuna, ozeki, sekiwake, komusubi and maegashira ranks.",(日本) 相扑职业的最高级别分组，高于juryo，包括大关、幕内、前头和幕下等级.,2905413
definition_vi_cjk,maltogenic,adjective,(biochemistry) That breaks down starch into maltose.,Maltogenic: (sinh hóa học) Có khả năng phân giải淀粉水解的,2906260
definition_vi_cjk,schachnerite,noun,(mineral) A hexagonal-dihexagonal dipyramidal silver gray mineral containing mercury and silver.,(thạch anh) Mined石英石，但根据上下文应翻译为矿物). Một khoáng vật màu xám bạc hình lăng kính hexagonal-dihexagonal chứa mercuri银和银.,3098115
definition_vi_cjk,supercavitation,noun,"(physics) An extreme form of cavitation in which a single bubble of gas forms around an object moving through a liquid, significantly reducing drag.",siêu khí化的,3157500
definition_vi_cjk,rescussor,noun,(legal|UK|obsolete) One who makes an unlawful rescue; a rescuer,"rescussor (dạng danh từ): (pháp lý, Anh, đã bị bỏ弃用，保留) One who makes an unlawful rescue; a rescuer (一位进行非法救援的人；一个救援者)",3077132
definition_vi_cjk,researchist,noun,(dated) A researcher.,researchist (dạng danh từ): (đã bị bỏ弃用，保留) A researcher (一位研究者),3077154
definition_vi_cjk,groyper,noun,"(Internet slang) A large, green, cartoon toad with a strange mischievous expression, based on Pepe the Frog.","(mạng xã hội Internet) Con rắn xanh lớn,卡通版的青蛙，具有奇怪的淘气表情，基于佩佩青蛙。",2813132
definition_vi_cjk,grundyist,noun,One who exhibits narrow and unintelligent conventionalism.,一个表现出狭隘和愚蠢的保守主义者。,2813331
definition_vi_cjk,reservoirful,noun,Enough to fill a reservoir.,Nhiều nước đủ để充满一个水库。,3077363
definition_vi_cjk,reshore,verb,To transfer a business operation back to its country of origin.,Chuyển lại (dịch từ 动词),3077430
definition_vi_cjk,guiacol,noun,(organic compound) A colourless liquid produced by the dry distillation of guaiac resin.,(chất hữu cơ) một chất lỏng màu无色的，由干馏番泻树脂产生。,2814063
definition_vi_cjk,gunbai,noun,(sumo) The lacquered wooden fan used by the gyoji.,(sumo)扇子，用漆木制成，由裁判员使用。,2814631
definition_vi_cjk,kalach,noun,"Traditional East Slavic bread shaped like a padlock or various kinds of wheels. Other Slavic nations have similar but not identical types of pastry, e.g. Czech or Slovak /, Polish , Bulgarian , Serbo-Croatian /, etc.","Bánh truyền thống Đông Slavic có hình như một khóa cài hoặc các loại bánh xe khác nhau. Các dân tộc Slavic khác có loại bánh tương tự nhưng không hoàn toàn giống nhau, ví dụ như捷克或斯洛伐克/，波兰/，保加利亚/，塞尔维亚和克罗地亚/等。",2873927
definition_vi_cjk,resistlessness,noun,The state or condition of being resistless.,不可抗拒状态,3077688
definition_vi_cjk,resistlib,noun,(US politics|slang|usually|derogatory) Someone with liberal beliefs who considers themselves part of the #Resistance movement against .,（美政，俚语，通常贬义）某人持有自由主义信念，认为自己是#反抗运动的一部分,3077689
definition_vi_cjk,resistoflavine,noun,A cytotoxic pentacyclic polyketide isolated from,从中分离出的一种细胞毒性五环聚酮类化合物,3077690
definition_vi_cjk,resistogram,noun,A graphical display of the bacterial resistance to a group of antibiotics,细菌对一组抗生素的耐药性图形显示,3077691
definition_vi_cjk,resistograph,noun,A device that measures resistance to drilling,一个测量钻孔阻力的装置,3077692
definition_raw_markup,russophrenia,noun,"(neologism|political science|geopolitics|derogatory) The belief or idea that Russia is simultaneously about to collapse, and also take over the world.",(新词，政治科学，地缘政治，贬义) 认为俄罗斯即将崩溃，同时又将统治世界的想法。,3090877
definition_raw_markup,rypophagous,adjective,(archaic|zoology) Eating filth.,(hồi古的) 吃垃圾,3091210
definition_raw_markup,sabo,verb,"(transitive|Singapore|colloquial|informal|Singlish) To get someone in trouble, to prank, to sabotage another's efforts.","(Singapore, nói chuyện phiếm, không chính thức, Singlish) Để làm ai đó gặp rắc rối, để pranks, để phá hoại nỗ lực của người khác。",3091533
definition_raw_markup,jagweed,noun,(slang|pejorative) A rude or obnoxious person; a jerk.,"jagweed: (từ俚语, 带贬义)一个粗鲁或讨厌的人；一个混蛋。",2868632
definition_raw_markup,jambo,noun,"(UK|slang) A member or fan of Heart of Midlothian F.C., a Scottish football club.","jambo: (Anh, từ俚语) thành viên hoặc fan của Heart of Midlothian F.C., một câu lạc bộ bóng đá Scotland.",2868835
definition_raw_markup,scattald,noun,(Orkney|and|Shetland) Common land used for pasture and digging turf.,scattald (名词): (奥克尼群岛和舍伦群岛) 常用地用于放牧和挖泥炭的土地,3097839
definition_raw_markup,pinta,noun,(Chicano|slang) prison,"(美国,军方,俚语,粗俗) 侧帽。",3020787
definition_raw_markup,inerted,adjective,(chiefly|of a fuel tank) Filled with an inert gas to reduce the risk of explosion,(主要指燃料箱) 用惰性气体填充以减少爆炸风险。,2853899
definition_raw_markup,kelper,noun,"(slang|dated) ; a Falkland Islander, native to the Falkland Islands.","(lóng, đã lỗi thời) một người dân Falkland，土生土长的福克兰群岛居民。",2875605
definition_raw_markup,kuff,noun,(pejorative|slang) A non-Muslim.,"(pejorative, slang) 一个非穆斯林。",2881125
definition_raw_markup,leblebi,noun,thumb|Tunisian leblebi .,"leblebi {cụm từ} ngón拇指, 突尼斯勒布比",2887703
definition_raw_markup,lecus,noun,(botany|obsolete) A corm.,lecus {từ} (植物学，过时的) 茎状物,2887845
definition_raw_markup,love-tool,noun,(vulgar|slang) .,（粗俗，俚语）。,2898669
definition_raw_markup,lupanar,noun,(formal|archaic) A brothel.,"(正式,过时) 哥伦比亚妓院。",2900415
definition_raw_markup,macrodactylic,adjective,(zoology|anatomy) Having long toes; macrodactylous.,"(zooloogia,解剖学) 具有长脚趾的；macrodactylous.",2902567
definition_raw_markup,mahoosive,adjective,(chiefly|Britain|humorous|slang) Massive; huge; very large.,"(chủ yếu ở Anh, hài hước,俚语) 巨大的；巨大的；非常大的",2904575
definition_raw_markup,hoondie,noun,(India|dated) banker's draft,(印度，过时) 银行家支票,2834841
definition_raw_markup,mercurialization,noun,(medicine|historical) A treatment with the metal mercury (now known to be toxic).,mercurialization: (医学，历史) 使用汞（现在已知是有毒的）进行治疗的方法。,2916791
definition_raw_markup,metabogenome,noun,(biochemistry|genetics) All the metabolites specified by genes in a specific organism,(生物化学，遗传学) 特定生物体内由基因指定的所有代谢产物。,2918408
definition_raw_markup,mofo,noun,(vulgar|slang) .,(th�粗),2932288
definition_raw_markup,mofo,adjective,(vulgar|slang) .,(th�粗),2932289
definition_raw_markup,sama-sama,adjective,(Singapore|informal) The same; identical.,(新加坡，非正式) 同样的；相同的.,3093725
definition_raw_markup,multibarrels,noun,(firearms|rare) barrels.,Multibarrels: (súng火器，罕见) 子弹。,2940398
definition_raw_markup,schizy,adjective,"(slang|offensive) schizoid, schizophrenic",(俚语，冒犯性) 分裂的，精神分裂的,3098519
definition_raw_markup,schizzy,adjective,"(slang|derogatory) schizoid, schizophrenic; crazy",(俚语，贬义) 分裂的，精神分裂的；疯狂,3098520
definition_raw_markup,schlager,noun,"(music|uncountable) A chiefly European style of popular music with light melodies (often easily danceable) and typically facile, sentimental lyrics.",(音乐，不可数) 主要是欧洲的一种流行音乐风格，带有轻快的旋律（通常易于跳舞）和通常简单、感伤的歌词。,3098521
definition_raw_markup,schlager,noun,(music|countable) A piece made in this style.,(音乐，可数) 这种风格的作品。,3098522
definition_raw_markup,nat,adjective,(RPG|dice|slang) .,nat (RPG，骰子，俚语) ,2948609
definition_raw_markup,birkie,noun,"(skiing|informal) The American Birkebeiner, a cross-country ski race.","(skiing, phi-formal) Người tham gia giải chạy越野滑雪比赛的美国比尔克贝iner。",2626296
definition_raw_markup,apocrisis,noun,(rhetoric|formal|rare) rescript; technical response,"(修辞学, 正式, 罕见) 决议; 技术性回复.",2592391
definition_raw_markup,apotemnophilic,adjective,(psychology|rare) Of or pertaining to apotemnophilia.,"(心理学, 罕见的) 与 apotemnophilia 有关的.",2592866
definition_raw_markup,backscratch,verb,(business|politics|slang) To engage in a beneficial .,"(kinh doanh, chính trị,俚语) 与某人互利地合作",2608425
definition_raw_markup,diapee,noun,(North America|slang|childish) .,(北美俚语，幼稚) 。,2722375
definition_raw_markup,effodient,adjective,(archaic|rare) involving digging up.,(古董，罕见) 涉及挖掘。,2746547
definition_raw_markup,effoliation,noun,(botany|rare) .,（罕见，植物学）。,2746548
definition_raw_markup,efforce,verb,(obsolete|reflexive) To force oneself.,(过时，反射性) 自我强迫。,2746549
definition_raw_markup,barling,noun,(rare|or|UK|_|dialectal|Scotland) A pole; (carpentry) the cross rafter of a roof.,"(khan hiếm, hoặc, Anh quốc, _, 方言, Scotland) Một thanh gỗ; (công trình) thanh ngang của mái nhà.",2612565
definition_raw_markup,bo-peep,noun,(uncountable|Cockney rhyming slang) Sleep.,"(không đếm được,俚语) 睡觉。",2631389
definition_raw_markup,abear,verb,(transitive|obsolete) To bear; to carry.,＊: Sao (cũng hoặc ). (tiếng Việt: ＊: Sao (cũng hoặc ).),2561779
definition_raw_markup,allotype,noun,(zoology|taxonomy) A designated paratype of a species (or lower-order taxon) that is the opposite sex of the holotype.,(动物学，分类学) 一种指定的副型，它是与holotype相反性别的物种（或较低阶的分类单元）。,2577428
definition_raw_markup,con,adjective,(business|marketing) : .,"(商业, 营销) : .",2683216
definition_raw_markup,lebai,noun,(Malaysia|derogatory|slang|Islam|religion) A very devout person who behaves in a hypocritical manner.,"Lebai: (马来西亚,贬义,俚语,伊斯兰教,宗教)一个非常虔诚的人，行为虚伪。",2887674
definition_raw_markup,dropable,adjective,(chiefly|American spelling|nonstandard) .,"(chủ yếu,拼写错误，非标准)",2739121
definition_raw_markup,fanilect,noun,"(linguistics|fandom) The lect of a fandom, including in-group slang, phrases, and expressions.",fanilect: (语言学，粉丝群体) 粉丝群体的语言变体，包括内部俚语、短语和表达方式。,2770416
definition_raw_markup,kelosomia,noun,(medicine|rare) A rare congenital malformation of the chest wall leading to protrusion of the abdominal or thoracic viscera; sternal cleft.,"(y học, hiếm gặp) một dị tật bẩm sinh hiếm gặp của胸壁导致腹腔或胸腔器官突出；胸骨裂开。",2875598
definition_raw_markup,kelper,noun,"(slang|dated) A Falkland Islander, native to the Falkland Islands.","(lóng, đã lỗi thời) một người dân Falkland，土生土长的福克兰群岛居民。",2875604
definition_raw_markup,kremlinism,noun,(politics|historical) The policies and practices characteristic of the former Soviet Union.,"(politics, history) 前苏联的政策和做法",2880874
definition_raw_markup,low-masking,adjective,(psychology|of an autistic person) Engaging in a low level of ; not prone to concealing or subduing one's autistic traits.,（心理学，对自闭症患者）进行低水平的伪装；不太可能隐藏或压抑自己的自闭症特征。,2898940
definition_raw_markup,mexifornication,noun,"(derogatory|slang|California) The transformation of California by an infusion of Mexican culture, especially as a result of illegal immigration.","(chê bai,俚语,加利福尼亚) 由于非法移民而墨西哥文化对加利福尼亚的改造",2921003
definition_raw_markup,lol,noun,(informal|sometimes|pejorative) Little old lady.,"(非正式, 有时, 贬义) 小老太太。",2896892
definition_raw_markup,miction,noun,(dated|or|obsolete) .,miction (名词): （过时）,2924337
definition_raw_markup,narp,noun,(thieves|obsolete) A shirt.,"narp (cướp, đã ngừng sử dụng)一件衬衫",2948225
definition_raw_markup,narr,verb,(rare|or|obsolete|intransitive) .,narr (稀少，或已停止使用，不规则)讲述,2948226
definition_raw_markup,amberlamps,noun,(US|slang|humorous) An ambulance.,"(Hoa Kỳ,俚语, 滑稽) 救护车。",2579154
definition_raw_markup,borked,adjective,"(slang|humorous) Particularly of computers or other complex devices: broken, damaged, out of order.","(俚语, 滑稽的)特别是指电脑或其他复杂设备：坏了，损坏了，出了问题",2634730
definition_raw_markup,cockblocking,adjective,"(slang|vulgar) Of a person, who acts or attempts to impede another's intended goal of a romantic relationship or sexual intercourse.","cockblocking (thông tục,俚俗) về một người hành động hoặc cố gắng gây cản trở mục tiêu tình cảm của một mối quan hệ tình yêu hoặc giao hợp tình dục.",2676885
definition_raw_markup,fifth-rate,adjective,"(UK|military|nautical|historical) Of a Napoleonic Era: having 3244 guns across one or two gun decks, a complement of 200300, and weighing 7001,450 tons burthen.","(Anh, quân sự, thủy thủ: thời kỳ Napoleon): Có 3244 khẩu súng trên một hoặc hai甲板，一支200到300人的船员，排水量7001到1,450吨。",2775828
