priority_order,normalized_word,learner_rank,candidate_key,sense_key,source_sense_id,source_synset_id,ili,lexical_entry_id,entry_lemma,entry_source_pos,synset_source_pos,part_of_speech,adjective_satellite,source_entry_order,source_sense_position,source_order_is_pedagogical,lexfile,definitions_en,examples_en,explicit_forms,pronunciations,synset_members,candidate_status
41,know,41,oewn:2025:oewn-know__2.31.12..,oewn:oewn-know__2.31.12..,oewn-know__2.31.12..,oewn-00610056-v,i24801,oewn-know-v,know,v,v,verb,false,74571,9,false,verb.cognition,"[{""text"":""be able to distinguish, recognize as being different"",""source_sense_id"":null}]","[{""text"":""The child knows right from wrong"",""source"":null,""scope"":""synset""}]","[""knew"",""known""]","[{""value"":""nəʊ"",""variety"":""GB"",""notation"":null,""phonemic"":null,""audio"":null,""scope"":""lemma"",""form"":null},{""value"":""noʊ"",""variety"":""US"",""notation"":null,""phonemic"":null,""audio"":null,""scope"":""lemma"",""form"":null}]","[{""lexical_entry_id"":""oewn-know-v"",""written_form"":""know"",""source_pos"":""v""}]",unreviewed
41,know,41,oewn:2025:oewn-know__2.31.14..,oewn:oewn-know__2.31.14..,oewn-know__2.31.14..,oewn-00609926-v,i24800,oewn-know-v,know,v,v,verb,false,74571,10,false,verb.cognition,"[{""text"":""perceive as familiar"",""source_sense_id"":null}]","[{""text"":""I know this voice!"",""source"":null,""scope"":""synset""}]","[""knew"",""known""]","[{""value"":""nəʊ"",""variety"":""GB"",""notation"":null,""phonemic"":null,""audio"":null,""scope"":""lemma"",""form"":null},{""value"":""noʊ"",""variety"":""US"",""notation"":null,""phonemic"":null,""audio"":null,""scope"":""lemma"",""form"":null}]","[{""lexical_entry_id"":""oewn-know-v"",""written_form"":""know"",""source_pos"":""v""}]",unreviewed
42,more,42,oewn:2025:oewn-more__3.00.01..,oewn:oewn-more__3.00.01..,oewn-more__3.00.01..,oewn-01559526-a,i8536,oewn-more-a,more,a,a,adjective,false,83989,1,false,adj.all,"[{""text"":""(comparative of ‘much’ used with mass nouns) a quantifier meaning greater in size or amount or extent or degree; above; more than"",""source_sense_id"":null}]","[{""text"":""more land"",""source"":null,""scope"":""synset""},{""text"":""more support"",""source"":null,""scope"":""synset""},{""text"":""more rain fell"",""source"":null,""scope"":""synset""},{""text"":""more than a gallon"",""source"":null,""scope"":""synset""}]",[],[],"[{""lexical_entry_id"":""oewn-more-a"",""written_form"":""more"",""source_pos"":""a""},{""lexical_entry_id"":""oewn-more_than-a"",""written_form"":""more than"",""source_pos"":""a""}]",unreviewed
42,more,42,oewn:2025:oewn-more__3.00.02..,oewn:oewn-more__3.00.02..,oewn-more__3.00.02..,oewn-01560748-a,i8540,oewn-more-a,more,a,a,adjective,false,83989,2,false,adj.all,"[{""text"":""(comparative of ‘many’ used with count nouns) quantifier meaning greater in number"",""source_sense_id"":null}]","[{""text"":""a hall with more seats"",""source"":null,""scope"":""synset""},{""text"":""we have no more bananas"",""source"":null,""scope"":""synset""},{""text"":""more than one"",""source"":null,""scope"":""synset""}]",[],[],"[{""lexical_entry_id"":""oewn-more-a"",""written_form"":""more"",""source_pos"":""a""}]",unreviewed
42,more,42,oewn:2025:oewn-more__4.02.00..,oewn:oewn-more__4.02.00..,oewn-more__4.02.00..,oewn-00099891-r,i18760,oewn-more-r,more,r,r,adverb,false,83991,1,false,adv.all,"[{""text"":""used to form the comparative of some adjectives and adverbs, indicates that the adjective or adverb is more of something"",""source_sense_id"":null}]","[{""text"":""more interesting"",""source"":null,""scope"":""synset""},{""text"":""more beautiful"",""source"":null,""scope"":""synset""},{""text"":""more quickly"",""source"":null,""scope"":""synset""}]",[],[],"[{""lexical_entry_id"":""oewn-more-r"",""written_form"":""more"",""source_pos"":""r""},{""lexical_entry_id"":""oewn-to_a_greater_extent-r"",""written_form"":""to a greater extent"",""source_pos"":""r""}]",unreviewed
42,more,42,oewn:2025:oewn-more__4.02.01..,oewn:oewn-more__4.02.01..,oewn-more__4.02.01..,oewn-00100262-r,i18762,oewn-more-r,more,r,r,adverb,false,83991,2,false,adv.all,"[{""text"":""comparative of much; to a greater degree or extent"",""source_sense_id"":null}]","[{""text"":""he works more now"",""source"":null,""scope"":""synset""},{""text"":""they eat more than they should"",""source"":null,""scope"":""synset""}]",[],[],"[{""lexical_entry_id"":""oewn-more-r"",""written_form"":""more"",""source_pos"":""r""}]",unreviewed
43,get,43,oewn:2025:oewn-get__1.04.00..,oewn:oewn-get__1.04.00..,oewn-get__1.04.00..,oewn-00568933-n,i38377,oewn-get-n,get,n,n,noun,false,61240,1,false,noun.act,"[{""text"":""a return on a shot that seemed impossible to reach and would normally have resulted in a point for the opponent"",""source_sense_id"":null}]",[],[],[],"[{""lexical_entry_id"":""oewn-get-n"",""written_form"":""get"",""source_pos"":""n""}]",unreviewed
43,get,43,oewn:2025:oewn-get__2.40.00..,oewn:oewn-get__2.40.00..,oewn-get__2.40.00..,oewn-02215637-v,i32803,oewn-get-v,get,v,v,verb,false,61242,1,false,verb.possession,"[{""text"":""come into the possession of something concrete or abstract"",""source_sense_id"":null}]","[{""text"":""She got a lot of paintings from her uncle"",""source"":null,""scope"":""synset""},{""text"":""They acquired a new pet"",""source"":null,""scope"":""synset""},{""text"":""Get your results the next day"",""source"":null,""scope"":""synset""},{""text"":""Get permission to take a few days off from work"",""source"":null,""scope"":""synset""}]","[""getting"",""got"",""gotten""]",[],"[{""lexical_entry_id"":""oewn-get-v"",""written_form"":""get"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-acquire-v"",""written_form"":""acquire"",""source_pos"":""v""}]",unreviewed
43,get,43,oewn:2025:oewn-get__2.30.00..,oewn:oewn-get__2.30.00..,oewn-get__2.30.00..,oewn-00149403-v,i22460,oewn-get-v,get,v,v,verb,false,61242,2,false,verb.change,"[{""text"":""enter or assume a certain state or condition"",""source_sense_id"":null}]","[{""text"":""He became annoyed when he heard the bad news"",""source"":null,""scope"":""synset""},{""text"":""It must be getting more serious"",""source"":null,""scope"":""synset""},{""text"":""her face went red with anger"",""source"":null,""scope"":""synset""},{""text"":""She went into ecstasy"",""source"":null,""scope"":""synset""},{""text"":""Get going!"",""source"":null,""scope"":""synset""}]","[""getting"",""got"",""gotten""]",[],"[{""lexical_entry_id"":""oewn-become-v"",""written_form"":""become"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-go-v"",""written_form"":""go"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-get-v"",""written_form"":""get"",""source_pos"":""v""}]",unreviewed
43,get,43,oewn:2025:oewn-get__2.30.02..,oewn:oewn-get__2.30.02..,oewn-get__2.30.02..,oewn-00120604-v,i22363,oewn-get-v,get,v,v,verb,false,61242,3,false,verb.change,"[{""text"":""cause to move; cause to be in a certain position or condition"",""source_sense_id"":null}]","[{""text"":""He got his squad on the ball"",""source"":null,""scope"":""synset""},{""text"":""This let me in for a big surprise"",""source"":null,""scope"":""synset""},{""text"":""He got a girl into trouble"",""source"":null,""scope"":""synset""}]","[""getting"",""got"",""gotten""]",[],"[{""lexical_entry_id"":""oewn-get-v"",""written_form"":""get"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-let-v"",""written_form"":""let"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-have-v"",""written_form"":""have"",""source_pos"":""v""}]",unreviewed
43,get,43,oewn:2025:oewn-get__2.30.03..,oewn:oewn-get__2.30.03..,oewn-get__2.30.03..,oewn-00523831-v,i24333,oewn-get-v,get,v,v,verb,false,61242,4,false,verb.change,"[{""text"":""receive a specified treatment (abstract)"",""source_sense_id"":null}]","[{""text"":""These aspects of civilization do not find expression or receive an interpretation"",""source"":null,""scope"":""synset""},{""text"":""His movie received a good review"",""source"":null,""scope"":""synset""},{""text"":""I got nothing but trouble for my good intentions"",""source"":null,""scope"":""synset""}]","[""getting"",""got"",""gotten""]",[],"[{""lexical_entry_id"":""oewn-receive-v"",""written_form"":""receive"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-get-v"",""written_form"":""get"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-find-v"",""written_form"":""find"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-obtain-v"",""written_form"":""obtain"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-incur-v"",""written_form"":""incur"",""source_pos"":""v""}]",unreviewed
43,get,43,oewn:2025:oewn-get__2.38.00..,oewn:oewn-get__2.38.00..,oewn-get__2.38.00..,oewn-02009962-v,i31766,oewn-get-v,get,v,v,verb,false,61242,5,false,verb.motion,"[{""text"":""reach a destination; arrive by movement or progress"",""source_sense_id"":null}]","[{""text"":""She arrived home at 7 o'clock"",""source"":null,""scope"":""synset""},{""text"":""She didn't get to Chicago until after midnight"",""source"":null,""scope"":""synset""}]","[""getting"",""got"",""gotten""]",[],"[{""lexical_entry_id"":""oewn-arrive-v"",""written_form"":""arrive"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-get-v"",""written_form"":""get"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-come-v"",""written_form"":""come"",""source_pos"":""v""}]",unreviewed
43,get,43,oewn:2025:oewn-get__2.35.03..,oewn:oewn-get__2.35.03..,oewn-get__2.35.03..,oewn-01435927-v,i28895,oewn-get-v,get,v,v,verb,false,61242,6,false,verb.contact,"[{""text"":""go or come after and bring or take back"",""source_sense_id"":null}]","[{""text"":""Get me those books over there, please"",""source"":null,""scope"":""synset""},{""text"":""Could you bring the wine?"",""source"":null,""scope"":""synset""},{""text"":""The dog fetched the hat"",""source"":null,""scope"":""synset""}]","[""getting"",""got"",""gotten""]",[],"[{""lexical_entry_id"":""oewn-bring-v"",""written_form"":""bring"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-get-v"",""written_form"":""get"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-convey-v"",""written_form"":""convey"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-fetch-v"",""written_form"":""fetch"",""source_pos"":""v""}]",unreviewed
43,get,43,oewn:2025:oewn-get__2.39.00..,oewn:oewn-get__2.39.00..,oewn-get__2.39.00..,oewn-02112480-v,i32302,oewn-get-v,get,v,v,verb,false,61242,7,false,verb.perception,"[{""text"":""go through (mental or physical states or experiences)"",""source_sense_id"":null}]","[{""text"":""get an idea"",""source"":null,""scope"":""synset""},{""text"":""experience vertigo"",""source"":null,""scope"":""synset""},{""text"":""get nauseous"",""source"":null,""scope"":""synset""},{""text"":""receive injuries"",""source"":null,""scope"":""synset""},{""text"":""have a feeling"",""source"":null,""scope"":""synset""}]","[""getting"",""got"",""gotten""]",[],"[{""lexical_entry_id"":""oewn-experience-v"",""written_form"":""experience"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-receive-v"",""written_form"":""receive"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-have-v"",""written_form"":""have"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-get-v"",""written_form"":""get"",""source_pos"":""v""}]",unreviewed
43,get,43,oewn:2025:oewn-get__2.33.00..,oewn:oewn-get__2.33.00..,oewn-get__2.33.00..,oewn-01156413-v,i27393,oewn-get-v,get,v,v,verb,false,61242,8,false,verb.competition,"[{""text"":""take vengeance on or get even"",""source_sense_id"":null}]","[{""text"":""We'll get them!"",""source"":null,""scope"":""synset""},{""text"":""That'll fix him good!"",""source"":null,""scope"":""synset""},{""text"":""This time I got him"",""source"":null,""scope"":""synset""}]","[""getting"",""got"",""gotten""]",[],"[{""lexical_entry_id"":""oewn-pay_back-v"",""written_form"":""pay back"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-pay_off-v"",""written_form"":""pay off"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-get-v"",""written_form"":""get"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-fix-v"",""written_form"":""fix"",""source_pos"":""v""}]",unreviewed
43,get,43,oewn:2025:oewn-get__2.40.01..,oewn:oewn-get__2.40.01..,oewn-get__2.40.01..,oewn-02360592-v,i33526,oewn-get-v,get,v,v,verb,false,61242,9,false,verb.possession,"[{""text"":""achieve a point or goal"",""source_sense_id"":null}]","[{""text"":""Nicklaus had a 70"",""source"":null,""scope"":""synset""},{""text"":""The Brazilian team got 4 goals"",""source"":null,""scope"":""synset""},{""text"":""She made 29 points that day"",""source"":null,""scope"":""synset""}]","[""getting"",""got"",""gotten""]",[],"[{""lexical_entry_id"":""oewn-have-v"",""written_form"":""have"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-get-v"",""written_form"":""get"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-make-v"",""written_form"":""make"",""source_pos"":""v""}]",unreviewed
43,get,43,oewn:2025:oewn-get__2.32.00..,oewn:oewn-get__2.32.00..,oewn-get__2.32.00..,oewn-00772482-v,i25546,oewn-get-v,get,v,v,verb,false,61242,10,false,verb.communication,"[{""text"":""cause to do; cause to act in a specified manner"",""source_sense_id"":null}]","[{""text"":""The ads induced me to buy a VCR"",""source"":null,""scope"":""synset""},{""text"":""My children finally got me to buy a computer"",""source"":null,""scope"":""synset""},{""text"":""My wife made me buy a new sofa"",""source"":null,""scope"":""synset""}]","[""getting"",""got"",""gotten""]",[],"[{""lexical_entry_id"":""oewn-induce-v"",""written_form"":""induce"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-stimulate-v"",""written_form"":""stimulate"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-cause-v"",""written_form"":""cause"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-have-v"",""written_form"":""have"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-get-v"",""written_form"":""get"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-make-v"",""written_form"":""make"",""source_pos"":""v""}]",unreviewed
43,get,43,oewn:2025:oewn-get__2.35.09..,oewn:oewn-get__2.35.09..,oewn-get__2.35.09..,oewn-01217985-v,i27699,oewn-get-v,get,v,v,verb,false,61242,11,false,verb.contact,"[{""text"":""succeed in catching or seizing, especially after a chase"",""source_sense_id"":null}]","[{""text"":""We finally got the suspect"",""source"":null,""scope"":""synset""},{""text"":""Did you catch the thief?"",""source"":null,""scope"":""synset""}]","[""getting"",""got"",""gotten""]",[],"[{""lexical_entry_id"":""oewn-get-v"",""written_form"":""get"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-catch-v"",""written_form"":""catch"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-capture-v"",""written_form"":""capture"",""source_pos"":""v""}]",unreviewed
43,get,43,oewn:2025:oewn-get__2.29.01..,oewn:oewn-get__2.29.01..,oewn-get__2.29.01..,oewn-00094214-v,i22243,oewn-get-v,get,v,v,verb,false,61242,12,false,verb.body,"[{""text"":""come to have or undergo a change of (physical features and attributes)"",""source_sense_id"":null}]","[{""text"":""He grew a beard"",""source"":null,""scope"":""synset""},{""text"":""The patient developed abdominal pains"",""source"":null,""scope"":""synset""},{""text"":""I got funny spots all over my body"",""source"":null,""scope"":""synset""},{""text"":""Well-developed breasts"",""source"":null,""scope"":""synset""}]","[""getting"",""got"",""gotten""]",[],"[{""lexical_entry_id"":""oewn-grow-v"",""written_form"":""grow"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-develop-v"",""written_form"":""develop"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-produce-v"",""written_form"":""produce"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-get-v"",""written_form"":""get"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-acquire-v"",""written_form"":""acquire"",""source_pos"":""v""}]",unreviewed
43,get,43,oewn:2025:oewn-get__2.29.00..,oewn:oewn-get__2.29.00..,oewn-get__2.29.00..,oewn-00087488-v,i22208,oewn-get-v,get,v,v,verb,false,61242,13,false,verb.body,"[{""text"":""be stricken by an illness, fall victim to an illness"",""source_sense_id"":null}]","[{""text"":""He got AIDS"",""source"":null,""scope"":""synset""},{""text"":""She came down with pneumonia"",""source"":null,""scope"":""synset""},{""text"":""She took a chill"",""source"":null,""scope"":""synset""}]","[""getting"",""got"",""gotten""]",[],"[{""lexical_entry_id"":""oewn-contract-v"",""written_form"":""contract"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-take-v"",""written_form"":""take"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-get-v"",""written_form"":""get"",""source_pos"":""v""}]",unreviewed
43,get,43,oewn:2025:oewn-get__2.32.03..,oewn:oewn-get__2.32.03..,oewn-get__2.32.03..,oewn-01068058-v,i26918,oewn-get-v,get,v,v,verb,false,61242,14,false,verb.communication,"[{""text"":""communicate with a place or person; establish communication with, as if by telephone"",""source_sense_id"":null}]","[{""text"":""Bill called this number and he got Mary"",""source"":null,""scope"":""synset""},{""text"":""The operator couldn't get Kobe because of the earthquake"",""source"":null,""scope"":""synset""}]","[""getting"",""got"",""gotten""]",[],"[{""lexical_entry_id"":""oewn-get-v"",""written_form"":""get"",""source_pos"":""v""}]",unreviewed
43,get,43,oewn:2025:oewn-get__2.30.01..,oewn:oewn-get__2.30.01..,oewn-get__2.30.01..,oewn-00120124-v,i22361,oewn-get-v,get,v,v,verb,false,61242,15,false,verb.change,"[{""text"":""give certain properties to something"",""source_sense_id"":null}]","[{""text"":""get someone mad"",""source"":null,""scope"":""synset""},{""text"":""She made us look silly"",""source"":null,""scope"":""synset""},{""text"":""He made a fool of himself at the meeting"",""source"":null,""scope"":""synset""},{""text"":""Don't make this into a big deal"",""source"":null,""scope"":""synset""},{""text"":""This invention will make you a millionaire"",""source"":null,""scope"":""synset""},{""text"":""Make yourself clear"",""source"":null,""scope"":""synset""}]","[""getting"",""got"",""gotten""]",[],"[{""lexical_entry_id"":""oewn-make-v"",""written_form"":""make"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-get-v"",""written_form"":""get"",""source_pos"":""v""}]",unreviewed
43,get,43,oewn:2025:oewn-get__2.32.08..,oewn:oewn-get__2.32.08..,oewn-get__2.32.08..,oewn-01028984-v,i26709,oewn-get-v,get,v,v,verb,false,61242,16,false,verb.communication,"[{""text"":""move into a desired direction of discourse"",""source_sense_id"":null}]","[{""text"":""What are you driving at?"",""source"":null,""scope"":""synset""}]","[""getting"",""got"",""gotten""]",[],"[{""lexical_entry_id"":""oewn-drive-v"",""written_form"":""drive"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-get-v"",""written_form"":""get"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-aim-v"",""written_form"":""aim"",""source_pos"":""v""}]",unreviewed
43,get,43,oewn:2025:oewn-get__2.31.09..,oewn:oewn-get__2.31.09..,oewn-get__2.31.09..,oewn-00591299-v,i24714,oewn-get-v,get,v,v,verb,false,61242,17,false,verb.cognition,"[{""text"":""grasp with the mind or develop an understanding of"",""source_sense_id"":null}]","[{""text"":""did you catch that allusion?"",""source"":null,""scope"":""synset""},{""text"":""We caught something of his theory in the lecture"",""source"":null,""scope"":""synset""},{""text"":""don't catch your meaning"",""source"":null,""scope"":""synset""},{""text"":""did you get it?"",""source"":null,""scope"":""synset""},{""text"":""She didn't get the joke"",""source"":null,""scope"":""synset""},{""text"":""I just don't get him"",""source"":null,""scope"":""synset""}]","[""getting"",""got"",""gotten""]",[],"[{""lexical_entry_id"":""oewn-catch-v"",""written_form"":""catch"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-get-v"",""written_form"":""get"",""source_pos"":""v""}]",unreviewed
43,get,43,oewn:2025:oewn-get__2.35.00..,oewn:oewn-get__2.35.00..,oewn-get__2.35.00..,oewn-01508590-v,i29253,oewn-get-v,get,v,v,verb,false,61242,18,false,verb.contact,"[{""text"":""attract and fix"",""source_sense_id"":null}]","[{""text"":""His look caught her"",""source"":null,""scope"":""synset""},{""text"":""She caught his eye"",""source"":null,""scope"":""synset""},{""text"":""Catch the attention of the waiter"",""source"":null,""scope"":""synset""}]","[""getting"",""got"",""gotten""]",[],"[{""lexical_entry_id"":""oewn-catch-v"",""written_form"":""catch"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-arrest-v"",""written_form"":""arrest"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-get-v"",""written_form"":""get"",""source_pos"":""v""}]",unreviewed
43,get,43,oewn:2025:oewn-get__2.35.10..,oewn:oewn-get__2.35.10..,oewn-get__2.35.10..,oewn-01403769-v,i28726,oewn-get-v,get,v,v,verb,false,61242,19,false,verb.contact,"[{""text"":""reach with a blow or hit in a particular spot"",""source_sense_id"":null}]","[{""text"":""the rock caught her in the back of the head"",""source"":null,""scope"":""synset""},{""text"":""The blow got him in the back"",""source"":null,""scope"":""synset""},{""text"":""The punch caught him in the stomach"",""source"":null,""scope"":""synset""}]","[""getting"",""got"",""gotten""]",[],"[{""lexical_entry_id"":""oewn-get-v"",""written_form"":""get"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-catch-v"",""written_form"":""catch"",""source_pos"":""v""}]",unreviewed
43,get,43,oewn:2025:oewn-get__2.31.03..,oewn:oewn-get__2.31.03..,oewn-get__2.31.03..,oewn-00641511-v,i24934,oewn-get-v,get,v,v,verb,false,61242,20,false,verb.cognition,"[{""text"":""reach by calculation"",""source_sense_id"":null}]","[{""text"":""What do you get when you add up these numbers?"",""source"":null,""scope"":""synset""}]","[""getting"",""got"",""gotten""]",[],"[{""lexical_entry_id"":""oewn-get-v"",""written_form"":""get"",""source_pos"":""v""}]",unreviewed
43,get,43,oewn:2025:oewn-get__2.40.14..,oewn:oewn-get__2.40.14..,oewn-get__2.40.14..,oewn-02364339-v,i33548,oewn-get-v,get,v,v,verb,false,61242,21,false,verb.possession,"[{""text"":""acquire as a result of some effort or action"",""source_sense_id"":null}]","[{""text"":""You cannot get water out of a stone"",""source"":null,""scope"":""synset""},{""text"":""Where did she get these news?"",""source"":null,""scope"":""synset""}]","[""getting"",""got"",""gotten""]",[],"[{""lexical_entry_id"":""oewn-get-v"",""written_form"":""get"",""source_pos"":""v""}]",unreviewed
43,get,43,oewn:2025:oewn-get__2.40.13..,oewn:oewn-get__2.40.13..,oewn-get__2.40.13..,oewn-02213047-v,i32791,oewn-get-v,get,v,v,verb,false,61242,22,false,verb.possession,"[{""text"":""purchase"",""source_sense_id"":null}]","[{""text"":""What did you get at the toy store?"",""source"":null,""scope"":""synset""}]","[""getting"",""got"",""gotten""]",[],"[{""lexical_entry_id"":""oewn-get-v"",""written_form"":""get"",""source_pos"":""v""}]",unreviewed
43,get,43,oewn:2025:oewn-get__2.39.13..,oewn:oewn-get__2.39.13..,oewn-get__2.39.13..,oewn-02193844-v,i32701,oewn-get-v,get,v,v,verb,false,61242,23,false,verb.perception,"[{""text"":""perceive by hearing"",""source_sense_id"":null}]","[{""text"":""I didn't catch your name"",""source"":null,""scope"":""synset""},{""text"":""She didn't get his name when they met the first time"",""source"":null,""scope"":""synset""}]","[""getting"",""got"",""gotten""]",[],"[{""lexical_entry_id"":""oewn-catch-v"",""written_form"":""catch"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-get-v"",""written_form"":""get"",""source_pos"":""v""}]",unreviewed
43,get,43,oewn:2025:oewn-get__2.39.09..,oewn:oewn-get__2.39.09..,oewn-get__2.39.09..,oewn-02114099-v,i32309,oewn-get-v,get,v,v,verb,false,61242,24,false,verb.perception,"[{""text"":""suffer from the receipt of"",""source_sense_id"":null}]","[{""text"":""She will catch hell for this behavior!"",""source"":null,""scope"":""synset""}]","[""getting"",""got"",""gotten""]",[],"[{""lexical_entry_id"":""oewn-catch-v"",""written_form"":""catch"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-get-v"",""written_form"":""get"",""source_pos"":""v""}]",unreviewed
43,get,43,oewn:2025:oewn-get__2.39.14..,oewn:oewn-get__2.39.14..,oewn-get__2.39.14..,oewn-02113108-v,i32304,oewn-get-v,get,v,v,verb,false,61242,25,false,verb.perception,"[{""text"":""receive as a retribution or punishment"",""source_sense_id"":null}]","[{""text"":""He got 5 years in prison"",""source"":null,""scope"":""synset""}]","[""getting"",""got"",""gotten""]",[],"[{""lexical_entry_id"":""oewn-get-v"",""written_form"":""get"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-receive-v"",""written_form"":""receive"",""source_pos"":""v""}]",unreviewed
43,get,43,oewn:2025:oewn-get__2.38.15..,oewn:oewn-get__2.38.15..,oewn-get__2.38.15..,oewn-02014716-v,i31791,oewn-get-v,get,v,v,verb,false,61242,26,false,verb.motion,"[{""text"":""leave immediately; used usually in the imperative form"",""source_sense_id"":null}]","[{""text"":""Scram!"",""source"":null,""scope"":""synset""}]","[""getting"",""got"",""gotten""]",[],"[{""lexical_entry_id"":""oewn-scram-v"",""written_form"":""scram"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-buzz_off-v"",""written_form"":""buzz off"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-fuck_off-v"",""written_form"":""fuck off"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-get-v"",""written_form"":""get"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-bugger_off-v"",""written_form"":""bugger off"",""source_pos"":""v""}]",unreviewed
43,get,43,oewn:2025:oewn-get__2.38.12..,oewn:oewn-get__2.38.12..,oewn-get__2.38.12..,oewn-02010587-v,i31768,oewn-get-v,get,v,v,verb,false,61242,27,false,verb.motion,"[{""text"":""reach and board"",""source_sense_id"":null}]","[{""text"":""She got the bus just as it was leaving"",""source"":null,""scope"":""synset""}]","[""getting"",""got"",""gotten""]",[],"[{""lexical_entry_id"":""oewn-get-v"",""written_form"":""get"",""source_pos"":""v""}]",unreviewed
43,get,43,oewn:2025:oewn-get__2.37.12..,oewn:oewn-get__2.37.12..,oewn-get__2.37.12..,oewn-01775115-v,i30593,oewn-get-v,get,v,v,verb,false,61242,28,false,verb.emotion,"[{""text"":""irritate"",""source_sense_id"":null}]","[{""text"":""Her childish behavior really gets to me"",""source"":null,""scope"":""synset""},{""text"":""His lying really gets me"",""source"":null,""scope"":""synset""}]","[""getting"",""got"",""gotten""]",[],"[{""lexical_entry_id"":""oewn-get-v"",""written_form"":""get"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-get_under_one-ap-s_skin-v"",""written_form"":""get under one's skin"",""source_pos"":""v""}]",unreviewed
43,get,43,oewn:2025:oewn-get__2.37.11..,oewn:oewn-get__2.37.11..,oewn-get__2.37.11..,oewn-01774960-v,i30592,oewn-get-v,get,v,v,verb,false,61242,29,false,verb.emotion,"[{""text"":""evoke an emotional response"",""source_sense_id"":null}]","[{""text"":""Brahms's ‘Requiem’ gets me every time"",""source"":null,""scope"":""synset""}]","[""getting"",""got"",""gotten""]",[],"[{""lexical_entry_id"":""oewn-get-v"",""written_form"":""get"",""source_pos"":""v""}]",unreviewed
43,get,43,oewn:2025:oewn-get__2.36.14..,oewn:oewn-get__2.36.14..,oewn-get__2.36.14..,oewn-01741988-v,i30428,oewn-get-v,get,v,v,verb,false,61242,30,false,verb.creation,"[{""text"":""apprehend and reproduce accurately"",""source_sense_id"":null}]","[{""text"":""She really caught the spirit of the place in her drawings"",""source"":null,""scope"":""synset""},{""text"":""She got the mood just right in her photographs"",""source"":null,""scope"":""synset""}]","[""getting"",""got"",""gotten""]",[],"[{""lexical_entry_id"":""oewn-catch-v"",""written_form"":""catch"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-get-v"",""written_form"":""get"",""source_pos"":""v""}]",unreviewed
